brand,brand_prefix,part_code,part_name,priority,oem_number,source_name,source_url,retrieved_at
Mini,MN,MR,Зеркало правое,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=MR%20bmw,2026-05-12T16:24:14Z
Mini,MN,TLL,Фонарь задний левый,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=TLL%20bmw,2026-05-12T16:24:14Z
Mini,MN,TLR,Фонарь задний правый,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=TLR%20bmw,2026-05-12T16:24:15Z
Mini,MN,PSP,Насос ГУР,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=PSP%20bmw,2026-05-12T16:24:15Z
Mini,MN,PSR,Бачок ГУР,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=PSR%20bmw,2026-05-12T16:24:15Z
Mini,MN,RCK,Рулевая рейка,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=RCK%20bmw,2026-05-12T16:24:15Z
Mini,MN,TEL,Рулевой наконечник левый,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=TEL%20bmw,2026-05-12T16:24:15Z
Mini,MN,TER,Рулевой наконечник правый,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=TER%20bmw,2026-05-12T16:24:15Z
Mini,MN,TRD,Рулевая тяга,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=TRD%20bmw,2026-05-12T16:24:16Z
Mini,MN,FPR,Регулятор давления топлива,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=FPR%20bmw,2026-05-12T16:24:16Z
Mini,MN,FPU,Топливный насос,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=FPU%20bmw,2026-05-12T16:24:16Z
Mini,MN,INJ,Форсунка топливная,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=INJ%20bmw,2026-05-12T16:24:16Z
Mini,MN,BHF,Тормозной шланг передний,normal,V4SS4K3T7F9,realoem.com,https://www.realoem.com/bmw/enUS/select?q=BHF%20bmw,2026-05-12T16:24:16Z
